user_id,count
1699962071047258,1
1743503684043542625,1
1743491566246301802,1
1743491566246301710,1
1743503684043542644,1
1742081376225595396,3
1689148082751073,4
1680088095001520,1629070
1680789652531595,3792
1743503684043542689,629
1743503684043542705,549
1743491566246301872,4
1743503684043542695,417
1743503684043542676,578
1729339214534808274,15
1743503684043542543,28725
1729339214534808047,1
1683799186528658,4
1743503684043542684,11
1743491566246301736,7
1743491566246301785,24
1689856606640285,31
1680669432339204,2
1684381628153259,2
1698305137439053,1
1743503684043542690,17
1743491566246301874,1
1743503684043542672,1
1743503684043542598,5
1742553918224732259,1
1743503684043542674,1
1735116464916009224,412
1743491566246301933,181
1743503684043542740,489
1743503684043542726,478
1743503684043542719,243
1743503684043542727,419
1743503684043542755,487
1743491566246301884,59
1735116464916009168,15
1743503684043542609,31
1689058822294308,78825
1743503684043542760,1
1693038070830691,52
1743503684043542714,12
1684908949946587,5
1743491566246301921,14
1743503684043542708,5
1743503684043542729,1
1743503684043542741,3
1743503684043542723,2
1743503684043542749,5
1743491566246301925,6
1729339214534807956,15
1735116464916009641,5
1743491566246301897,10
1735365593646764812,1
1743491566246301828,1
1679881364032263,26
1691208713835982,47
1743491566246301917,1
1729339214534807650,1
1743491566246301982,1
1735116464916009810,575
1681816025981294,2418
1735116464916009734,77
1743491566246301946,6
1689665413698849,196
1743491566246301950,4
1693296057477064,243
1693210644960915,3
1743491566246301762,42
1728712324971238232,1
1688385118351107,4
1743503684043542757,15
1684044866456631,60
1735116464916009728,403
1695179977292588,4
1699327905520352,1
1743491566246302018,3
1743491566246301981,8
1691552276329743,1
1685430544511322,5954
1690275773211541,10
1729339214534807908,1
1743491566246301992,3
1735365593646764035,1
1729339214534807607,2
1699525670998843,2
1743491566246301959,1
1735116464916009252,1
1725213007488749717,1
1729339214534807734,4
1743491566246301886,2
1679814976513041,121
1691032099055329,1
1680519925172367,301
1743491566246302024,3
1735116464916009151,30
1742553918224732217,1
1743503684043542801,1
1735116464916009439,3
1743491566246302053,3
1743503684043542824,1
1735116464916009044,4
1743503684043542823,2
1697968755326860,32
1743491566246302037,3
1743503684043542825,2
1743491566246302036,2
1735365593646764667,1
1743503684043542852,1
1743491566246302032,2
1743503684043542831,1
1689323463164092,34763
1679551679542177,282
1692950488119264,154
1743491566246302072,2
1743503684043542875,3
1735365593646764395,300
1729339214534807931,2
1743503684043542870,1
1743503684043542866,7
1743491566246301735,1
1743491566246302059,3
1695613757273825,46
1693806456607981,1
1724999703633858573,7501
1697549040108296,37
1679551616315347,2693
1743503684043542917,108
1743491566246302109,1
1743503684043542678,8
1693279918684541,5
1743503684043542919,29
1743491566246302087,1
1743491566246302097,1
1695610591633686,38
1743503684043542918,8
1729339214534808354,1
1742553918224732180,2497
1743491566246302082,5
1735365593646764691,1
1743503684043542894,395
1695034364586696,74
1695462725457822,3
1743491566246302123,1
1743503684043542881,1
1743503684043542882,1
1743491566246302085,4
1743503684043542879,1
1680247909521841,19
1743503684043542911,2
1743491566246301989,2
1743491566246302102,1
1743503684043542922,1
1681292744851934,201
1743491566246302118,2
1743491566246302088,1
1729339214534807738,5
1743491566246302051,1
1743503684043542926,14
1699509822806306,1
1743491566246302079,1
1743491566246302104,1
1735116464916009319,1
1743491566246302080,1
1743503684043542897,1
1686832699706656,3589
1743491566246302106,1017
1698847078782988,1
1693377147138482,1
1684217354015100,111
1735365593646764532,2282
1743503684043543069,3
1743503684043543128,5
1691986328698624,64
1743491566246302177,5
1679551891461437,5
1743491566246302170,2
1743503684043543084,2
1724999703633858576,2
1728712324971237452,92
1698982103782668,9
1747179187841536021,2
1743491566246302271,1
1743491566246302262,2
1743491566246302273,1
1743491566246302175,3
1743491566246302209,1
1683513096829983,3
1743491566246302202,4
1743503684043543110,1
1725312458689613886,1658
1689323816323761,18
1699427754528784,19527
1743491566246302254,6
1682049149065463,204
1743491566246302236,4
1743491566246302221,2
1699759906309549,3
1743503684043543011,2
1693502664207731,2
1692523773705730,1
1747178538177400869,1
1743491566246302285,11
1743503684043543082,2
1747178538177400876,1
1743503684043542994,3
1743491566246302188,2
1698917290315609,1
1725213007488750545,3
1694482194126371,2
1743503684043543040,5
1747178538177400845,2
1725312458689614589,1
1681180511950659,1
1747179187841536004,1
1743491566246301745,2
1693475600030062,3
1743491566246302222,5
1699600010774851,1
1743503684043542955,5
1743503684043543096,1
1743491566246302238,2
1728712324971237970,1
1743503684043543007,6
1743491566246302139,1
1681112253373322,2
1743491566246302210,4
1743503684043543121,2
1747178538177400858,3
1747178538177400887,9
1743503684043542973,1
1699450681328764,3
1695550473281860,3
1743503684043543102,1
1743491566246302157,3
1743491566246302174,2
1686131930798813,4
1743503684043543089,3
1685426987774610,111
1743491566246302206,1
1743503684043542997,1
1743491566246302150,1
1693355689299076,1
1743503684043542986,1
1743503684043543012,1
1694505259120448,11
1747178538177400888,5
1743503684043543032,1
1747178538177400844,2
1743491566246302274,3
1743503684043543043,1
1743503684043543127,1
1693365282036001,2
1735116464916009424,1
1743491566246302213,1
1747179187841536011,1
1747179187841536036,2
1725312458689613906,2
1695800478952075,3
1692174327634761,1
1743491566246302230,1
1743503684043542804,1
1743503684043542784,1
1743491566246302200,1
1698829442994295,1
1743491566246302257,2
1743503684043543058,1
1743503684043543029,1
1743503684043543024,6
1743503684043542975,5
1743491566246302126,1
1682469927652505,1
1743491566246302131,1
1725213007488750554,1
1743503684043543073,4
1729339214534807919,1
1725312458689614408,1
1743491566246302148,3
1743491566246302147,1
1699943003493914,1
1743491566246302234,2
1743491566246302227,3
1685416442501041,1791
1735365593646764089,1
1747178538177400849,1
1743503684043542966,2
1743503684043542956,1
1743491566246302132,1
1743503684043543095,1
1725213007488750318,1
1743503684043543010,1
1735365593646764386,1
1743503684043543039,2
1743491566246302217,1
1683885915244271,11
1747178538177400832,1
1743503684043543106,1
1747179187841536025,2
1743491566246301774,1
1691579817304225,1
1743491566246302198,1
1743503684043543086,1
1743491566246302197,1
1743491566246302146,1
1743491566246301984,1
1743503684043542977,1
1743491566246302256,1
1692185526868286,2
1679644285721636,2
1697275551619240,1
1743491566246302239,1
1743503684043542963,1
1747178538177400842,1
1743503684043542934,1
1747178538177400872,1
1743503684043543081,1
1743491566246302192,1
1743491566246302253,1
1743503684043542970,1
1747179187841536265,9
1747178538177401117,2
1743503684043542843,26
1747178538177401069,11
1747178538177401086,1
1695644477680323,249
1743491566246302017,1
1747178538177401005,1
1693463149758508,76
1691497320376038,2
1728712324971237444,19
1725213007488749901,2
1688476312360290,1128
1747179187841536107,1
1747179187841536250,24
1747178538177401031,8
1747179187841536196,1
1735365593646764808,2
1747178538177400939,1
1735116464916008983,3
1747179187841536113,2
1747178538177401201,3
1747179187841536200,4
1747178538177401161,4
1747179187841536159,9
1684926648039774,13
1747178538177401030,2
1747179187841536254,1
1747178538177401023,2
1680836306855147,5
1747179187841536141,9
1692698419811394,2
1693540446821516,5853
1735116464916009813,1
1747178538177401138,2
1686734652908963,3
1735116464916009527,2
1693472863505332,1
1747178538177400941,1
1747179187841536217,1
1747179187841536121,1
1747178538177401076,1
1697791869961828,8
1747178538177401158,1
1747179187841536257,1
1689303172410041,2
1747179187841536222,1
1747178538177400950,1
1747178538177401126,1
1747179187841536120,1
1747179187841536085,1
1747179187841536073,2
1747178538177401081,1
1685671492085290,1
1747178538177401033,1
1747178538177401062,1
1747178538177401123,1
1747179187841536201,5
1747178538177401072,2
1747178538177401159,2
1747178538177401022,2
1680146003193233,5
1747179187841536284,13
1747179187841536203,4
1693463456503761,1
1747178538177401103,3
1747178538177400893,1
1747179187841536271,3
1694259020210733,4
1747179187841536066,7
1747179187841536219,1
1683615693666345,1
1747179187841536092,1
1685161072296545,10
1747178538177401140,1
1688371769401077,2
1747178538177401217,4
1747179187841536186,1
1747178538177400904,1
1747178538177401006,21
1693479314127300,1
1747178538177400958,4
1729339214534807784,1
1747178538177401008,2
1747178538177401099,3
1747179187841536166,4
1689740981129918,2
1747178538177401196,3
1747178538177400947,1
1747178538177400929,1
1747179187841536169,1
1747178538177400854,1
1743503684043543020,1
1735365593646764140,1
1747179187841536123,1
1692942724885225,50
1747179187841536150,199
1690980744313670,12
1747179187841536158,1
1747179187841536118,1
1747179187841536175,2
1693488267685139,1
1698730306779097,1
1679825388831018,1
1693567654727805,1
1742552746885648405,1
1747179187841536283,1
1691485488865325,2
1747178538177401240,2
1679551641456205,49
1747178538177401016,1
1747178538177401025,1
1747178538177401052,2
1683426443454588,83
1747179187841536090,1
1743491566246302005,5
1742553918224732253,1
1694329931581826,1
1747179187841536104,2
1747178538177400943,3
1747178538177401115,1
1747178538177401035,2
1692844460719356,1
1747178538177400911,2
1747179187841536237,1
1747179187841536206,1
1747178538177401190,1
1693394075803166,1
1747179187841536155,1
1747179187841536065,1
1747179187841536174,2
1747179187841536167,1
1728712324971237905,1
1747178538177401009,1
1747178538177401176,1
1692241118576230,1
1725312458689614649,1
1747178538177401151,1
1747178538177401037,1
1747178538177401143,2
1697693368107370,2
1747178538177401229,1
1747179187841536061,1
1747179187841536171,1
1729339214534808046,2
1747178538177400883,1
1697448167460799,1
1747178538177400946,1
1699093208173806,2
1747178538177400891,2
1690728122764176,1
1747179187841536163,1
1747178538177400852,2
1747178538177401146,1
1747178538177401019,1
1747178538177400965,1
1693893334534522,1
1747179187841536276,1
1747178538177401113,1
1747179187841536355,302
1747178538177401329,164
1747179187841536327,1
1729339214534808275,5
1747178538177401286,469
1729339214534808457,3
1735116464916009567,306
1747179187841536323,55
1747178538177401269,53
1690712959794747,1
1743503684043542660,1156
1747178538177401272,75
1747179187841536341,1
1747178538177401259,1
1747179187841536314,2
1747178538177400966,2
1747178538177401289,1
1747179187841536342,1
1747178538177401258,17
1747178538177401263,11
1692090675923055,1
1747178538177401264,18
1747178538177401024,2
1747179187841536315,26
1747178538177401261,7
1747941008802320384,5
1693967947705848,1331
1729339214534808449,3
1747179187841536348,1
1735116464916009689,1
1728712324971238228,79
1747178538177401319,5
1747178538177401252,1
1747178538177401087,1
1735116464916009394,4
1728712324971237538,1
1728712324971238098,2
1747179187841536346,1
1747178538177401245,1
1747178538177401296,22
1735116464916009764,4
1747178538177401288,2
1728712324971237441,1
1747952243107172355,1
1747907829798277124,2
1729339214530613310,1
1747178538177401260,9
1747178538177401265,2
1747179187841536345,1
1693522224412007,2
1747178538177401253,1
1747178538177401250,1
1747178538177401313,1
1747178538177401244,1
1747951886931070979,1
1681180549755921,15
1747179187841536335,2
1747179187841536369,1
1747178538177401308,2
1743503684043542694,1
1691724340318528,1
1692686009297151,1
1747179187841536344,1
1695390312289916,4
1747178538177401300,1
1743491566246302115,1
1747950439229296640,1
1747952243107172353,1
1747951886931070977,1
1747179187841536361,18
1747178538177401223,1
1747907160995532805,1
1747179187841536325,1
1684834817528919,1
1743503684043542722,4
1743491566246302092,189
1747952243107172365,3
1679552422068217,451
1747179187841536238,6
1679825753005888,12
1693460537753890,1
1699861618926609,3
1693480917947315,3980
1735116464916009669,1
1747952243107172366,1
1747951886931070989,1
1747939316509708288,4
1743503684043543111,1
1735116464916009214,4
1747950439229296661,6
1735365593646764471,5
1747950439229296664,5
1747950439229296666,2
1689774655334460,2
1747950439229296646,1
1747951886931070990,3
1696911563703387,1
1747952243107172369,3
1691138177612577,2
1693483471615144,2
1747965168630894600,1
1747178538177401315,22
1694083357158419,6
1747952243107172385,3
1747965168630894607,1
1692579910526670,5
1694964439454309,9
1696830024032891,1
1693455765437721,1
1735365593646764727,1
1684923521574300,1
1747951886931071010,1
1747907829798277120,4
1747952243107172394,2
1735116464916009261,1
1747951886931070986,1
1747951886931071019,1
1747952243107172391,1
1747965168630894614,3
1747965168630894596,1
1747951886931071004,1
1747950439229296644,1
1747965168630894619,1
1725213007488750162,1
1747950439229296682,14
1686566499964090,4
1692254350332025,830
1747952243107172398,18
1695199844449303,1
1692194165942111,1
1747952243107172401,1
1728712324971238252,2
1747951886931071021,3
1747952243107172407,2
1747965168630894641,1
1747951886931071024,2
1747951886931071031,1
1747952243107172460,5
1747179187841536188,1
1695719112867140,791
1729339214534808209,1
1687344254415171,25894321
1683526392542967,61947
1725312458689614013,3
1743491566246302055,2
1747965168630894671,3
1687924244627646,13825
1692792774847762,1
1692600443034764,7
1693542144217983,6
1689307906958460,8751
1747965168630894602,5
1743491566246301718,18
1747179187841536359,9
1747965168630894676,2
1728712324971237950,2
1682412426347454,32
1728712324971237551,1180
1699867354654860,1582
1692789630241683,2082
1747965168630894672,1
1686616960892658,2
1692875060290381,1
1688726925554378,913
1747952243107172432,1
1725169792454758401,1
1693536282660233,1279
1747952243107172471,1
1728712324971238093,1
1680164466686113,2
1694570538778066,12244
1747965168630894698,5
1747952243107172463,1
1693457564932081,1
1728712324971237507,2
1729339214530613254,2
1747965168630894719,1
1689997037652126,381
1693878997452087,2
1747951886931071074,1
1747952243107172379,1
1747179187841536321,1
1735365593646764729,192
1699947496045080,1
1693461344766809,1
1729339214534807881,1
1699935883452478,1
1747965168630894718,1
1747179187841536363,12
1695275292506946,1
1747965168630894679,2
1747950439229296745,1
1747951886931071077,1
1747952243107172456,1
1747950439229296722,1
1747952243107172441,1
1747952243107172457,1
1747178538177400913,1
1747178538177401310,5
1693475616243714,1
1743503684043542932,4
1747178538177401273,1
1747952243107172439,1
1698737905512000,3551545
1747951886931071000,16
1747952243107172559,71552
1729339214534807742,2
1691979569359657,1
1689858616525690,264
1698124541047756,9424
1687257157088627,60919
1698378959006095,117931
1747951886931071210,47
1747965168630894883,11
1747950439229296932,13
1747950439229296926,12
1747951886931071289,14
1747951886931071275,7
1747951886931071273,4
1747951886931071276,6
1694860610185207,559
1747950439229296933,10
1747178538177400833,595
1752061963405365251,10
1747951886931071274,8
1747950439229296928,7
1752133593213177858,15
1752162234554912770,19
1747950439229296931,8
1747950439229296927,8
1752061963405365252,8
1747950439229296930,8
1752133593213177857,9
1751988180166381570,5
1752245864836894722,3993
1680076445141678,627
1747951886931071227,9
1751988180166381571,89
1693462227249171,438
1743503684043543064,1
1725213007488750456,10
1688963989835932,40
1729339214534808252,17
1747951886931071230,43
1686626956547253,38
1698896645909365,5
1735365593646764799,4
1752259230762536960,3
1689786360110712,130
1735116464916009526,5
1752133593213177864,7
1747950439229296815,182
1752061963405365254,6
1691309383638772,376
1752243208567398405,3
1752239668633538562,2
1752133593213177865,1
1698309513248929,86
1697719631059528,25
1743503684043542765,25
1747950439229296813,4
1725213007488749708,1
1752133593213177863,1
1751993987566145541,3
1679988689201064,50
1752249647897776130,3
1729339214534808198,3
1747178538177401306,1
1752061963405365248,2
1691405095880741,224
1694082562318549,407
1752162234554912773,1
1752143183531216900,5
1752245981027504130,2
1694799557961481,1
1747965168630894809,3
1680938653747760,3
1751993987566145555,3
1691738404295980,276
1747178538177401224,6
1699327231023584,1
1752260470737215488,1
1752175700351127557,1
1735116464916009089,84
1743503684043542673,5
1725312458689614239,133
1747950439229296884,11
1747952243107172645,2
1752061963405365253,1
1728712324971237539,11
1752270575767654401,1
1689739059047297,1
1679456261998403,43
1729339214534807785,1
1686548209203565,1
1729339214534808180,1
1752245864836894720,1
1752243208567398404,1
1751988180166381573,3
1729339214530613272,30
1684393324376548,22
1735365593646764449,570
1747965168630894608,9
1699354278329045,1
1684896465174153,2
1747178538177401234,263
1747950439229296895,1
1725312458689614661,2
1754008517594845199,56
1747950439229296825,93
1754036407388606500,190
1695108689162699,9
1754007558013587487,64
1754030722525433880,1
1754008945191555092,13
1754012386706067489,3
1747950439229296865,403
1752270575767654419,4
1747965168630894593,13
1693210285840919,72
1754030722525433879,2
1682318641639645,4
1754037872157003809,1
1747951886931071231,1
1698488981695145,11
1754054219712700441,333
1747952243107172633,2
1754019713265967117,1
1697655952180516,33
1747965168630894865,193
1735365593646764758,17
1693050842184678,2
1754008945191555096,2
1754104525360209942,1
1754029439009689617,1
1735365593646764636,1
1743503684043542601,5
1754092788493852704,2
1754104525360209943,53
1735365593646764708,17
1728712324971237865,7
1754080683401154590,1
1728712324971237513,1982
1754092788493852705,2
1754110386489008152,1
1754110386489008150,1
1754036407388606484,84
1754036407388606487,147
1735365593646764674,10
1754080683401154607,31
1754029439009689638,1
1754037872157003832,201
1735116464916009285,3
1754045061990981686,5
1689935482103005,43
1752254392842592268,1
1692163846031163,17
1754092788493852723,2
1754092788493852724,3
1754036407388606496,45101
1690257180205021,31
1754110386489008175,20
1754037872157003838,2
1754104525360209926,3
1754015552369594401,1
1754029439009689639,1
1754110386489008173,5
1728712324971237900,73
1754019713265967159,13
1754030722525433907,1
1754012386706067508,1
1685511633965755,2
1754029439009689643,1
1747952243107172563,2
1754029439009689644,1
1735116464916009446,1
1694237569925275,2
1754007558013587508,1
1754008517594845225,1
1747951886931071200,6
1680768075776374,2456
1754092788493852718,88602
1752239668633538590,17
1759485883976781833,1920
1687847469035312,5796
1685936283398484,54
1759485883976781834,1
1754027261427716152,16
1759485152339173377,1
1759493687865253896,1
1754030722525433914,1
1747952243107172500,6
1759485883976781827,43
1752243208567398425,1
1754008517594845226,1
1754045061990981689,1
1754007558013587493,1
1759485883976781824,4
1747178538177400895,3
1747951886931071134,116
1759485883976781840,1
1754007558013587519,1
1754027261427716159,1
1684397246677932,15
1754045061990981690,3
1759485152339173389,1
1754037872157003849,1
1754012386706067511,1
1754030722525433905,18
1759493687865253898,1
1754012386706067517,1
1694745695569446,2
1754027261427716124,1
1754036407388606525,1
1759493687865253939,2
1681379664171079,264776
1754080683401154566,16
1693104955816637,1
1759485883976781826,9
1735116464916009711,6
1688983660580514,3
1759482180095975443,1
1759498811685736495,2
1754110386489008178,3
1759498811685736470,1
1759485152339173381,1
1692281035610876,40
1752243208567398426,6
1692020460344628,2
1752245626986307599,1
1759482180095975450,6
1759493687865253912,2
1754007558013587478,148
1743491566246302252,1
1759498811685736475,1
1759485883976781825,10
1759498811685736488,1
1759485152339173414,1
1759485152339173404,2
1754037872157003807,1
1683630300974098,4
1759498811685736477,2
1759482180095975446,1
1759498811685736484,1
1747950439229296843,1
1759485152339173399,3
1759485152339173406,1
1698424650708270,1
1735116464916009247,1
1759482180095975466,1
1759485152339173407,5
1695521199649761,2
1759485152339173403,1
1683526258180566,120
1759493687865253927,1
1684509983867543,1
1759482180095975457,1
1759482180095975462,3
1743503684043543083,418788
1681986587408600,1237599
1689994013958916,1994
1693819671997064,102
1759493687865253933,1
1759498811685736520,12
1752245981027504135,203
1759498811685736538,4
1759498811685736535,6
1759498811685736499,1208
1697426295110170,2104
1694419786379957,92
1759493687865253987,291
1754054219712700466,23
1759482180095975480,12
1747952243107172574,11
1695893004685034,69
1759482180095975475,6
1759485152339173423,1
1754027261427716160,2
1754092788493852720,11
1759498811685736536,2
1759493687865253976,1
1747952243107172524,5
1743491566246302020,93
1728712324971237652,1
1759498811685736524,1
1743503684043542728,1
1754110386489008139,1
1759498811685736505,1
1759493687865253975,1
1693911249260494,631
1692513388838592,207
1759482180095975491,1
1759482180095975500,2
1759493687865253983,2
1759498811685736503,1
1752249647897776139,5
1754015552369594406,39
1759493687865253956,2
1725213007488750287,3
1759482180095975498,2
1735116464916009787,62
1759482180095975471,1
1759485883976781879,1
1759493687865253980,1
1759498811685736527,1
1754037039193395229,162
1759493687865253963,1
