npc_id,count
105105100116135,43
111091156041944,21
110071324958818,44
78653826293838,3
111546272272611,5
109120146161864,2
113885116219541,9
141840982356333,61
102991229218979,8
158872947212781,6
99413692493998,22
106982449418467,3
104281220583493,2
116738730729634,10
159336507036134,43
137610249425245,13
136323092594933,41
138428919246957,22
103609246834889,29
134459859263621,18
159229067788537,17
125859771195516,27
59065738522894,5
115431238414542,3
124176290893982,1
105403882348678,33
107683713265780,37
114027872243833,8
143401228783745,3
99802656137370,60
61644069412928,15
131191987769494,6
157887778681068,81
143575311794487,1
96491597213982,26
61683311927475,11
150344072429813,16
128902343180453,103
104761656942733,24
144986770100336,33
102251090018444,2
102405658599522,1
56691339354284,11
151141158764832,14
146036085440764,10
71537270960211,3
60004691185946,23
112511651754091,20
105817891426402,5
70117459382407,5
66896364704042,2
106207314051258,33
130292053262447,20
98048417141035,34
153986557481299,23
131635410874478,10
144030233960607,22
102913712230582,26
142872904769608,2
61601,21
111230014009415,1
84475950997573,15
78960902607030,4
144269819261148,1
146170307019002,15
93475882361007,5
151868367663172,12
128819480555676,5
141477213094045,78
105414699131134,6
86668386967681,5
58822452342868,1
74397337395456,35
95098496663853,12
109342947733679,6
146883271852170,4
92967769280656,6
124169835659477,1
141137654751608,18
98717891309637,12
97787760124090,8
104055715430534,1
114288019841124,1
138361661509873,20
120093522767986,1
139127682297960,17
141519826121067,63
124904837558435,6
156366453350878,4
129135972835398,7
125336013299945,6
119007497084995,6
154342328758442,24
138844137746589,46
86086800261261,2
146267218014553,9
148324085952698,28
110639673340126,17
142685378830475,6
107164186398843,1
143033997877316,5
104166194757703,38
141042909102264,2
107716205387853,6
122534851272820,9
67169703006364,15
155854354698366,4
53086004129984,1
126025359077529,8
136104765939861,1
116435642593477,7
135194176594153,21
125327206547648,8
135957901815981,1
133141792215105,6
157180286759384,4
128842424185055,37
98333973631274,7
98279936684207,11
122839746506974,13
135239460724990,10
136444138066048,97
146227957227642,48
94587374317672,65
153667036156218,29
109716115157122,1
78967359119427,1
118960015720648,21
94228817920260,14
131524806992066,3
158403005341785,19
112477526139094,3
135211126087843,3
54820451147840,1
82829546029364,3
142665641214110,41
113953117679841,7
111156114997502,1
100940436291736,12
123728803491948,20
69086712311963,1
84543887044769,9
137393649209519,1
97988389937246,3
115983379267788,19
141213286039842,6
140143196627179,2
134155816800335,47
157418487746661,10
120329150328972,1
156696352026812,44
69830512115847,5
121238277501011,1
109790100725958,4
123116273037416,1
142537434460401,9
138663500669003,12
119132780552371,22
120734688092393,65
147603876512033,2
145136645693511,81
110326580408401,7
79670074167416,4
130602817839280,7
64797436809345,17
146049327624504,3
124156893733080,7
54835675922536,21
141583613755690,41
155918537810371,16
119652507091128,13
149016047526247,28
148708496609561,1
92782120898666,26
148649725341806,42
135070558671021,15
153290397704287,2
143628079280343,20
71877954383938,5
156465030283581,9
116149844357269,4
152394603008296,1
114327949815883,5
133052345729262,3
73623370510443,3
91662734753900,4
109579695435945,5
94462898884767,2
135276167397539,1
132707532284032,8
157027056918806,11
108725895876730,17
143562667225281,3
138405864698213,7
124115122790526,6
87728408711280,1
117064979017894,18
117703931101438,6
100280412774526,5
146158097272952,3
141251552206990,1
92353210769572,1
97999688499470,59
109590255734919,7
96678509478146,21
104701213769871,2
94462898884777,4
123150412279939,3
118604164747518,7
153319567040882,57
156345285509196,9
107639518109794,63
146406979936627,1
148567164829991,29
135893063008466,17
149090157343026,31
87705625477417,6
144030233960605,9
148877361148150,1
79350003626283,1
157142755897429,28
106763834114229,2
123611088613467,10
59322063548511,1
121461946532034,4
121148335341669,8
115476244349057,15
141606594117853,30
118541471191177,12
125664060436659,6
89288056008855,4
134954080632965,15
150913906987110,20
59896457367637,1
151248193679564,20
144048437891347,9
152463345602931,4
145017537720596,10
106913781964976,9
104460385149165,115
152260780380400,7
149383359680878,11
109777086238912,7
84583710126345,1
127489038676033,5
138470098768148,4
112671677599932,17
105935945826539,10
155264404283670,2
76688347635887,1
123107963777148,11
151075599536359,7
139122460258676,13
108163884101774,1
112698347438305,2
135972382363899,2
92175504560431,7
114921367544014,3
94054844444850,7
145091879551260,2
95941915742365,1
96813136302361,8
91264156537091,5
79658926567491,14
134570064924842,5
92364999463229,4
106287575003321,15
104991979757655,19
118771206402248,17
141543244935276,7
143349974380620,5
159422898987323,14
60260000813128,3
148284238754037,18
99163001249869,9
102956253987068,7
134792769486961,15
109366832709886,4
121616978903108,6
135696237961340,14
128208478187750,1
139060470530272,31
116633227239501,9
120984688193788,11
152162639347877,23
77128802926721,1
135473003696361,3
65866341810467,5
110793034297555,12
141005186154644,3
110087791231058,68
74035467706649,1
52366888407262,8
154233754419393,4
80678261563556,2
141162221015365,1
135168279208159,20
129111630409878,2
125835554959581,9
136899343278167,7
113525905121487,4
141887514628263,5
114655053643907,14
128776676253790,12
126066078511243,14
144135262621781,31
146883613483290,19
113975182446829,10
134895050731709,4
118826915012700,1
71620006998321,17
118898478223529,1
157068154929623,12
110460743352386,3
116119723188354,14
100580152590537,16
135862263763182,1
63788047167552,1
131357870510270,3
101659212558568,8
76023004647742,8
140823140663578,13
115331722932468,9
144800742522950,2
107662323904577,5
106931599351875,3
74663320871045,1
128730708177056,2
133150061338787,2
92049558315271,1
119298409902145,45
136484061348026,3
102267450810551,15
59446,19
115959300047068,11
135815619117129,2
134483016036597,14
114692283384018,23
59735533170964,2
130672988311760,30
153513656717456,2
140156034441438,1
138690382168321,24
136185109934310,15
148548570460389,3
103436106961146,10
138592612790539,47
132047328755943,2
155161503187232,9
95345256333603,4
91391213429027,1
138888204505304,7
127903074070603,45
117861705609408,17
144034968498478,1
109010763944051,4
72999721775270,9
115540716306648,1
142518411776155,1
96896244449586,17
58795139309846,7
113395205075123,8
94199081722165,1
135608862658652,5
139865099071655,8
116425241591974,4
155289705623921,7
105889790574787,8
83890861633697,12
58816892129358,2
132102538240143,3
148654629630087,9
149014370041921,22
64773424800044,7
152994595844232,5
108981901303925,9
136197361770694,25
134900099412163,7
132405374304503,35
131293940916435,14
158195048350176,3
150824635211921,2
119306819403877,1
145875445080171,4
153290212081974,6
143998343131242,21
86935322521905,12
104998190473309,6
84283952177324,9
108650404532472,6
124276205969558,7
121607343345768,53
141275348869444,11
125391598600381,5
87859910840386,5
83905278206115,7
100912756805763,3
125308982227057,3
71541414445229,1
148631511949474,2
133738655182958,8
124962306388075,1
144447234003158,1
145193634636038,3
141472739643746,5
109033438503109,26
117776986448030,8
104143959732317,1
75039410811137,8
119185763729606,21
152346099122453,137
106185107157235,16
156058974437867,4
148943538614460,4
150721328259412,19
107554258342050,12
134531809185950,8
108634352062564,23
145486020862329,7
118920379150589,79
148284238753992,2
146196555964635,5
115293277089997,14
135917132832863,1
107545718980678,6
116684098191466,3
135215685767241,6
82253718749289,6
127800807186565,3
104857801420877,12
153603271319839,70
135788023738478,4
115353373765761,7
100506587959377,7
123918050410570,5
140856403865876,1
94170583949456,2
135521061949509,10
113824938631294,2
104504136261738,13
146208965284190,31
103271867863248,1
149788546793543,3
105431222259833,2
102046001229891,3
157202403193296,16
111062707871834,14
81824076452005,32
154164743819498,3
150432117043550,2
133479899734120,4
131068088869100,2
90770074775664,7
145785666048253,9
152455974895827,8
119964944793665,28
142690821824671,10
125538038673621,14
159500413649107,9
150607066722485,12
148699508682863,20
124293042536634,1
116181506609237,2
79995876479272,1
113839360803069,1
118308210081982,2
108639245201557,2
123829233197305,7
121341795074249,3
135982331220199,11
148289126941035,11
135253628887105,7
134562997154015,4
146543495565614,9
126172268105979,2
144679199957076,6
110105526055118,8
133106518954234,6
85364120637735,56
109598111846502,4
80397522645127,1
135848163238110,13
121810115997925,8
138835750670442,3
126406579589330,11
143739743592609,6
105141045846137,2
109051768291558,5
148579139862824,11
122485181927563,40
141965329932490,18
111251285795032,10
143730625057056,28
106567933284466,7
136657259757815,6
144051956879648,24
126508520943794,1
138078959874215,9
146502601289857,25
135674502451432,48
144791793631392,12
135046548943062,11
125593460879554,8
135425650057374,5
139044662485346,10
89498147053639,12
157854204387620,2
89604271202482,36
121102329049211,2
113544948945054,23
112569040056394,1
138111839498611,8
61241615847520,2
83545593659462,4
131713356697732,10
143615758315885,25
77510949904498,4
131171345596661,1
72026080166016,1
106841006244078,7
135313416110333,1
109613855207538,12
60171931873383,2
156632339087521,14
135517670613113,8
89621068066887,6
155795133296753,2
108732533199078,16
141198344044853,4
142679829184835,14
119221586010180,33
149288141566263,55
138093324980299,2
140776799105221,39
102260769996932,5
146217783001169,23
107629081354491,1
80026784944401,4
99890346692688,1
87756332277869,33
79301995057323,2
126527814795395,4
144710828286119,9
120687895605368,2
105162934272253,12
151547695030418,1
128773888036995,9
104495892185192,19
155980212007082,7
108790394233041,15
138535667110268,1
136851511402657,3
156861783502965,10
79659131424913,3
71855627395227,3
83544988311624,1
141105095856355,21
109313834778793,14
135566953246806,4
141941946089822,5
152904448557177,9
94491025899591,30
150703049822550,18
133662560944310,14
75429171015988,6
139854338080925,17
103086909341914,4
107650841325687,1
62842266575136,39
123723248738468,4
149974623424606,36
149879426351340,5
113365415497820,6
124269592395917,11
139059992211528,15
133425684082939,2
102279034630249,4
64731962232896,2
134467271970980,22
103336547524703,12
102415700005105,9
132326596686034,2
125681717891183,1
81464333103399,1
86762866561158,1
94454442340440,1
111730280280273,1
104095989223651,1
130949314711641,3
131714755154050,12
108921112236191,6
111131451785368,2
125687944409332,3
114685032357976,4
125178348138631,8
153532489474138,14
126731529326669,1
93773582868794,3
98469384147101,1
111580464189635,6
86403412574516,2
129449282424967,7
101478170595435,20
152792338378995,3
142869748035947,3
110095248646240,15
153641997844848,5
132971561955553,17
123923812270303,2
107687315927218,3
89242535776439,2
145520075812942,12
146261611589710,18
82086951350532,1
145898621464932,1
133743745040533,10
144316085874958,8
100530514968747,6
84242281820306,5
146240499392666,7
133472397172822,6
82017504309413,4
126970690744472,1
133731426562171,2
135863003766999,7
92092939956483,5
95345256333595,16
128173653520529,23
129256337789167,6
121485131194578,2
86018286752051,1
73683300163845,29
116316427473040,15
142306917355677,8
137787815760238,4
121939599638592,36
64700961976425,28
141920082546917,8
107650922012880,2
100083539447998,2
152505735827574,10
107596001718343,2
118396857766076,17
136158399000666,25
108013817639009,1
151104243921049,2
115108234178655,9
141294835249373,3
111733014298690,3
144435916148804,18
132419446079608,3
143339753099552,22
151476441550952,15
69294669967624,5
142327904637095,8
135794490663056,2
122784373719149,4
94926364721468,5
157171662582037,2
107518438445167,3
83658924548167,3
138097362026790,18
124513922953451,1
105445345046725,2
149046993866839,13
141070677131341,2
153645524865381,6
142392412037402,2
116489099206852,13
60083337769218,37
111833881043079,14
105353500528828,18
158121829155267,16
156141934616837,8
146719126978695,5
113410754207911,11
59606929715333,5
151149172404441,19
123887571742874,1
156826008973477,12
102271685775488,25
130852495798356,1
108187903045714,9
101661236162663,2
98773916819746,3
106950822154416,6
134181303062740,2
114012406341843,19
152763347570936,14
131058888101952,1
129071344640097,8
124165404549329,2
118943961919708,2
75429171015971,3
139087720690015,9
138803398869196,3
97055397482810,11
88420511772784,1
82479315390536,4
112556639461509,8
117884225593419,1
122028854370445,5
155059414331654,15
118780157370542,1
133852830945466,6
104339609436264,2
101662514565199,10
159153081978987,10
144417326145697,8
131251658625096,3
131175706849363,9
60609656250509,3
83247982149751,1
131019097641105,3
121695365697604,1
121697936212045,1
143674555486530,1
124084042666208,6
106482047307890,11
110460261093595,3
84707351732317,4
73911758356661,2
143395703890009,14
115883820683430,1
84563571912997,2
112270426718462,21
99238158430361,5
150300445511958,20
152874073178343,6
105191301918789,3
87932606324912,13
125944704655589,10
135560041890000,4
136143074074746,13
146213280284920,8
147972131705014,5
124111817441520,7
135427008708768,12
74394025398394,1
123541136728240,5
105375864746129,25
115320249004164,2
69789962330395,3
125001043832980,1
137334979973436,7
105543626641584,2
110482126561454,14
143973344780435,32
116507231068345,59
103334732701849,1
69460075467029,1
139111721021818,1
143727211860044,2
100748098732238,2
113931470729435,47
118604164747510,7
115380336828572,12
150413937283375,27
155068147208361,7
82016393441595,5
64740428222576,3
97163085738125,2
103965976588530,2
107306971697392,3
43409,6
143935414255800,19
143088224157977,2
107810969559282,3
94227411165487,3
86688336666814,2
141914599686231,3
126261574832272,5
114983133069408,9
139349563924784,2
157161144750230,6
99124796326195,19
101295413026961,17
119746849898694,4
149837059952968,5
85376774160668,5
141926749516016,8
106429395574914,14
156470926630985,15
136578572685399,2
150086953128217,8
143015781597487,11
157884735709348,42
116821626056932,33
72226714292290,2
136197852459236,1
82257982034070,2
122455311859808,8
148558855188658,6
130284669415647,1
89255891587240,2
90306795282535,1
136900647891010,11
98027719704874,3
110334419439781,7
91741128134809,2
106572232081611,1
135084249051236,1
135090087104753,9
158618609344814,9
74083843485969,2
127117544153277,2
107736435986511,3
146198912434450,4
131730075128006,25
148246275133544,7
124861893312742,6
76773398388875,4
132978677199071,10
138573354365218,17
80670745874607,3
118821375275142,8
146564005048454,5
57391816376494,1
85882217697383,16
107630141907028,21
122317786931272,12
79255798194330,6
158496424243488,16
133667658809437,20
102300819255520,1
121127084576986,15
125344590454943,19
133359651303589,14
120550218162308,2
157755013361961,2
144317663805520,14
60154372657315,17
112381470523637,7
124773206950029,20
144131245826268,1
135092322652393,2
123713649791123,4
150800514412923,28
135257730904285,23
114240983830615,2
135217778520313,2
130298631012417,2
153991097663672,10
95911030186094,1
98379967729981,7
101272536965225,14
135557288120550,2
151433572094261,7
96628447330393,15
112986047422688,2
143407714558328,5
149260828549201,10
158433404830199,29
139810516357417,2
136234464575572,8
80040223682641,36
58045513769109,6
133669179601090,7
157441799086163,6
147983426682969,2
122832917291085,1
135415614947570,2
134375242158297,4
133967820812447,3
106129790353591,24
134233166159992,7
117932146180202,2
108994330583183,6
125606340333734,10
91017859412257,1
113484342022315,1
125967050281118,23
134164755693673,9
139448359620673,9
137035406074103,3
137738657644915,44
102680972599488,13
140732955279526,1
56673371734096,8
153553228353779,5
93838005645412,10
123692835999844,1
136269805412466,1
154378527084662,10
135027078668387,2
143954279674043,9
136186328821865,2
129454496198803,28
143687624429750,2
134876053815498,3
122299773395120,2
133143227871453,5
109448103985378,5
77762801057965,1
139054631219561,7
60929252413739,4
135983312199927,8
128326097363010,7
120064243245276,9
142663260520568,7
116482072244421,9
89227508117761,5
157642254549098,2
131505432457423,3
141980407611758,6
115717389729979,5
109690215575761,4
108059373203605,2
137370933538970,13
156739071660219,16
111347009732793,25
121421229867259,1
119137132335171,29
73656538759469,1
123035854037126,5
107581991792773,15
144378853056781,4
132851335774437,6
106498815533206,9
